brand,engine_displacement,fuel_type,insurance,kms_driven,location,model,ownership,price,registration_year,seats,transmission
Hyundai,1197.0,Petrol,Comprehensive,20000,Chennai,i20 Asta IVT,First Owner,860000.0,2021,5,Automatic
Maruti,1248.0,Diesel,Comprehensive,90000,Chennai,Vitara Brezza ZDi AMT,First Owner,900000.0,2019,5,Automatic
Maruti,1248.0,Diesel,Comprehensive,71852,Chennai,Swift VDI,First Owner,624000.0,2018,5,Manual
Maruti,998.0,Petrol,Comprehensive,41000,Chennai,Wagon R VXI AMT,First Owner,585000.0,2022,5,Automatic
Hyundai,1396.0,Diesel,Comprehensive,40000,Chennai,i20 Asta Option  CRDi,First Owner,620000.0,2015,5,Manual
Skoda,999.0,Petrol,Expired,30000,Chennai,Kushaq  TSI Ambition AT,First Owner,1060000.0,2022,5,Automatic
Toyota,2487.0,Petrol,Comprehensive,40000,Chennai,Camry,Second Owner,3475000.0,2022,5,Automatic
Skoda,1198.0,Petrol,Comprehensive,63000,Chennai,Fabia  MPI Ambiente,First Owner,195000.0,2011,5,Manual
Honda,1199.0,Petrol,Expired,43607,Chennai,Amaze S,First Owner,660000.0,2020,5,Manual
Honda,1498.0,Diesel,Comprehensive,39000,Chennai,Amaze SX i-DTEC,First Owner,480000.0,2015,5,Manual
Volvo,1985.0,Diesel,Expired,80000,Chennai,S60 D3,Second Owner,900000.0,2012,5,Automatic
Honda,1199.0,Petrol,Comprehensive,89953,Chennai,Amaze S,First Owner,325000.0,2014,5,Manual
Chevrolet,995.0,Petrol,Expired,80000,Chennai,Spark  LT,Fourth Owner,325000.0,2007,5,Manual
Honda,1199.0,Petrol,Expired,40000,Chennai,Jazz  VX i VTEC,First Owner,565000.0,2017,5,Manual
Maruti,1197.0,Petrol,Expired,60000,Chennai,Swift Dzire ZXI,First Owner,500000.0,2016,5,Manual
Skoda,1498.0,Diesel,Expired,70000,Chennai,Rapid  TDI Ambition,Second Owner,550000.0,2014,5,Manual
Hyundai,1582.0,Diesel,Expired,90000,Chennai,Creta  CRDi SX,First Owner,795000.0,2015,5,Manual
Honda,1198.0,Petrol,Comprehensive,59618,Chennai,Brio  S MT,First Owner,414000.0,2017,5,Manual
Maruti,796.0,Petrol,Comprehensive,47000,Chennai,Alto 800 LXI,First Owner,390000.0,2020,5,Manual
Hyundai,1186.0,Diesel,Expired,70000,Chennai,Xcent  CRDi E,Second Owner,400000.0,2018,5,Manual
Tata,1497.0,Diesel,Comprehensive,30351,Chennai,Altroz XZ,First Owner,589000.0,2020,5,Manual
Skoda,1498.0,Petrol,Comprehensive,12000,Chennai,Slavia  TSI Style AT,First Owner,1600000.0,2022,5,Automatic
BMW,1995.0,Diesel,Comprehensive,55000,Chennai,3 Series,Second Owner,1290000.0,2012,5,Automatic
Hyundai,1396.0,Petrol,Expired,92242,Chennai,Verna  VTVT,First Owner,575000.0,2017,5,Manual
Maruti,1197.0,Petrol,Comprehensive,22000,Chennai,Swift Dzire VXI,First Owner,700000.0,2023,5,Manual
Toyota,2755.0,Diesel,Comprehensive,100000,Chennai,Innova Crysta  GX AT,First Owner,1850000.0,2018,7,Automatic
Volkswagen,1197.0,Petrol,Comprehensive,63000,Chennai,Vento  TSI Highline AT,First Owner,790000.0,2019,5,Automatic
Hyundai,1497.0,Petrol,Expired,20000,Chennai,Verna SX IVT,First Owner,1410000.0,2023,5,Automatic
Volkswagen,999.0,Petrol,Comprehensive,35163,Chennai,Polo  MPI Comfortline,Second Owner,539000.0,2020,5,Manual
Honda,1199.0,Petrol,Comprehensive,36231,Chennai,Jazz  V AT i VTEC,First Owner,555000.0,2017,5,Automatic
MG,1451.0,Petrol,Expired,30000,Chennai,Hector Sharp CVT,First Owner,1450000.0,2021,5,Automatic
Audi,1998.0,Petrol,Expired,60000,Chennai,A4 Premium Plus,First Owner,2450000.0,2021,5,Automatic
Land Rover,2179.0,Diesel,Comprehensive,75000,Chennai,Discovery Sport SD4 HSE Luxury,First Owner,2650000.0,2016,5,Automatic
Maruti,1462.0,Petrol,Comprehensive,18000,Chennai,XL6 Zeta,First Owner,1175000.0,2021,6,Manual
Maruti,1197.0,Petrol,Comprehensive,76656,Chennai,Ritz VXI,Second Owner,230000.0,2009,5,Manual
Nissan,999.0,Petrol,Third Party,23966,Chennai,Magnite XV,First Owner,629000.0,2022,5,Manual
Mahindra,2179.0,Diesel,Expired,114256,Chennai,XUV500 W8 FWD,Second Owner,735000.0,2013,7,Manual
Honda,1497.0,Petrol,Expired,40000,Chennai,City i VTEC V,First Owner,800000.0,2017,5,Manual
Renault,999.0,Petrol,Expired,20000,Chennai,Triber RXL,First Owner,629000.0,2021,7,Manual
Honda,1498.0,Diesel,Expired,60000,Chennai,Mobilio RS i-DTEC,First Owner,550000.0,2014,7,Manual
Honda,1497.0,Petrol,Comprehensive,94827,Chennai,City i-VTEC CVT V,First Owner,659000.0,2018,5,Automatic
Honda,1497.0,Petrol,Zero Dep,55266,Chennai,City i-VTEC CVT ZX,Second Owner,839000.0,2019,5,Automatic
Volkswagen,1199.0,Petrol,Expired,56445,Chennai,Polo  MPI Highline,Second Owner,457000.0,2016,5,Manual
Maruti,1197.0,Petrol,Zero Dep,80781,Chennai,Baleno  CVT Alpha,First Owner,574000.0,2018,5,Automatic
Maruti,1197.0,Petrol,Expired,100000,Chennai,Baleno  Delta,First Owner,500000.0,2016,5,Manual
Hyundai,1197.0,Petrol,Expired,150000,Chennai,i10 Sportz,First Owner,200000.0,2012,5,Manual
Kia,1497.0,Petrol,Expired,40000,Chennai,Seltos HTE G,Second Owner,980000.0,2021,5,Manual
Maruti,1197.0,Petrol,Comprehensive,71259,Chennai,Baleno  Delta,First Owner,520000.0,2017,5,Manual
Renault,999.0,Petrol,Expired,10000,Chennai,Kiger RXT AMT,First Owner,800000.0,2022,5,Automatic
Honda,1198.0,Petrol,Comprehensive,50000,Chennai,Amaze S AT i-Vtech,First Owner,430000.0,2015,5,Automatic
Toyota,1987.0,Petrol,Comprehensive,7000,Chennai,Innova Hycross ZX(O),First Owner,3700000.0,2023,7,Automatic
Honda,1497.0,Petrol,Comprehensive,72465,Chennai,City V MT AVN,First Owner,819999.9999999999,2019,5,Manual
Hyundai,1591.0,Petrol,Comprehensive,21000,Chennai,Creta  VTVT SX Plus,Second Owner,819999.9999999999,2016,5,Manual
Ford,1497.0,Petrol,Comprehensive,82000,Chennai,Ecosport   Titanium Plus AT,First Owner,690000.0,2019,5,Automatic
Tata,1199.0,Petrol,Expired,20000,Chennai,Punch Adventure,First Owner,600000.0,2021,5,Manual
MG,1451.0,Petrol,Expired,6100,Chennai,Hector Sharp Pro,Second Owner,2236000.0,2017,5,Manual
Hyundai,1591.0,Petrol,Expired,60000,Chennai,Verna  SX VTVT,Second Owner,819999.9999999999,2017,5,Manual
Maruti,998.0,Petrol,Comprehensive,67793,Chennai,Alto K10 2010-2014 VXI,Second Owner,237000.0,2014,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,78421,Chennai,i20 Asta,First Owner,501000.0,2015,5,Manual
Maruti,1197.0,Petrol,Comprehensive,60000,Chennai,Swift VXI,First Owner,480000.0,2016,5,Manual
Hyundai,1197.0,Petrol,Expired,29925,Chennai,Grand i10  Kappa Asta,First Owner,483000.0,2017,5,Manual
Honda,1199.0,Petrol,Comprehensive,80180,Chennai,Jazz  V AT i VTEC,Second Owner,491000.0,2017,5,Automatic
Maruti,1197.0,Petrol,Comprehensive,63938,Chennai,Swift VXI,First Owner,475000.0,2015,5,Manual
Chevrolet,936.0,Diesel,Expired,150000,Chennai,Beat,First Owner,115000.0,2013,5,Manual
Maruti,1248.0,Diesel,Comprehensive,24000,Chennai,Ertiga SHVS ZDI,First Owner,1150000.0,2019,7,Manual
Tata,1199.0,Petrol,Comprehensive,42931,Chennai,Tigor XZ Plus,First Owner,580000.0,2021,5,Manual
Hyundai,1197.0,Petrol,Zero Dep,88265,Chennai,Grand i10  Kappa Magna,First Owner,428000.0,2019,5,Manual
Maruti,1197.0,Petrol,Zero Dep,93607,Chennai,Swift Dzire VXI,First Owner,545000.0,2019,5,Manual
Maruti,998.0,Petrol,Comprehensive,30000,Chennai,S-Presso VXi Plus,First Owner,475000.0,2022,5,Manual
Toyota,1987.0,Petrol,Comprehensive,19000,Chennai,Innova Hycross ZX(O),First Owner,3850000.0,2024,7,Automatic
Honda,1199.0,Petrol,Expired,70000,Chennai,Amaze VX CVT i-VTEC,First Owner,550000.0,2018,5,Automatic
Jeep,1956.0,Diesel,Expired,90000,Chennai,Compass Model S,First Owner,2050000.0,2022,5,Manual
Ford,1499.0,Petrol,Comprehensive,48593,Chennai,Aspire  Ti-VCT Titanium,First Owner,490000.00000000006,2019,5,Automatic
Hyundai,1197.0,Petrol,Comprehensive,44259,Chennai,Xcent  VTVT S,First Owner,560000.0,2020,5,Manual
Mercedes Benz,3982.0,Petrol,Comprehensive,88000,Chennai,AMG E63 S,First Owner,1700000.0,2015,5,Automatic
Ford,1498.0,Diesel,Expired,70000,Chennai,Aspire  TDCi Trend,Second Owner,450000.0,2015,5,Manual
Honda,1498.0,Diesel,Expired,160000,Chennai,WR-V i-DTEC VX,First Owner,600000.0,2017,5,Manual
Hyundai,1197.0,Petrol,Zero Dep,24175,Chennai,i20 Sportz,First Owner,687000.0,2021,5,Manual
Honda,1198.0,Petrol,Comprehensive,60983,Chennai,Amaze SX i VTEC,First Owner,425000.0,2014,5,Manual
Maruti,998.0,Petrol,Comprehensive,26800,Chennai,Alto K10 VXI AGS Optional,First Owner,380000.0,2018,5,Automatic
Honda,1497.0,Petrol,Expired,70000,Chennai,City i-VTEC V,First Owner,859000.0,2019,5,Manual
Volkswagen,999.0,Petrol,Zero Dep,93319,Chennai,Polo  MPI Comfortline,First Owner,517000.0,2018,5,Manual
Mahindra,1497.0,Diesel,Expired,60000,Chennai,Marazzo M6 Plus 8Str,First Owner,1300000.0,2020,8,Manual
MG,1451.0,Petrol,Expired,30000,Chennai,Hector Plus Sharp  MT,First Owner,1200000.0,2020,6,Manual
Hyundai,1197.0,Petrol,Expired,20000,Chennai,Grand i10 Nios Sportz,First Owner,600000.0,2022,5,Manual
Ford,1399.0,Diesel,Comprehensive,50000,Chennai,Figo  EXI,First Owner,340000.0,2015,5,Manual
Renault,999.0,Petrol,Expired,20000,Chennai,KWID  AMT RXT,First Owner,450000.0,2017,5,Automatic
Honda,1198.0,Petrol,Comprehensive,25000,Chennai,Amaze S i-VTEC,First Owner,490000.00000000006,2016,5,Manual
Volvo,1984.0,Diesel,Comprehensive,67000,Chennai,V40 D3,Second Owner,1300000.0,2016,5,Automatic
Honda,1199.0,Petrol,Comprehensive,43534,Chennai,Amaze E,First Owner,375000.0,2015,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,26107,Chennai,i10 Magna,First Owner,290000.0,2011,5,Manual
Tata,1199.0,Petrol,Third Party,29639,Chennai,Tiago XZ Plus,First Owner,483000.0,2019,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,66213,Chennai,i20 Asta,First Owner,490000.00000000006,2014,5,Manual
Volkswagen,1498.0,Diesel,Expired,40000,Chennai,Polo  TDI Highline,First Owner,800000.0,2017,5,Manual
Maruti,1197.0,Petrol,Expired,40000,Chennai,Swift LXI,First Owner,430000.0,2019,5,Manual
Maruti,1197.0,Petrol,Expired,74570,Chennai,Swift Dzire VXI,First Owner,489000.0,2016,5,Manual
Maruti,998.0,Petrol,Comprehensive,12000,Chennai,Celerio ZXI AMT,First Owner,610000.0,2022,5,Automatic
Maruti,1197.0,Petrol,Comprehensive,81948,Chennai,Baleno  CVT Alpha,Second Owner,528000.0,2017,5,Automatic
Maruti,1197.0,Petrol,Expired,100000,Chennai,Baleno  Delta,First Owner,590000.0,2016,5,Manual
Mercedes Benz,2987.0,Diesel,Expired,150000,Chennai,4MATIC,Second Owner,5500000.0,2018,7,Automatic
Hyundai,1197.0,Petrol,Comprehensive,33335,Chennai,Grand i10 Nios Sportz,First Owner,573000.0,2020,5,Manual
Honda,1199.0,Petrol,Comprehensive,40000,Chennai,Jazz  V AT i VTEC,First Owner,650000.0,2016,5,Automatic
Hyundai,1591.0,Petrol,Comprehensive,19000,Chennai,Verna VTVT  AT SX Option,First Owner,950000.0,2019,5,Automatic
Maruti,998.0,Petrol,Expired,44876,Chennai,Celerio X ZXI Option,First Owner,422000.0,2018,5,Manual
Tata,1199.0,Petrol,Zero Dep,36530,Chennai,Tiago XM,First Owner,416000.0,2019,5,Manual
Volvo,1969.0,Diesel,Comprehensive,47000,Chennai,XC 90 D5 Momentum,Second Owner,4150000.0,2017,7,Automatic
BMW,2993.0,Diesel,Comprehensive,41000,Chennai,5 Series  M Sport,First Owner,5400000.0,2020,5,Automatic
Kia,1353.0,Petrol,Comprehensive,44891,Chennai,Seltos GTX Plus,First Owner,1191000.0,2021,5,Manual
Kia,998.0,Petrol,Expired,6500,Chennai,Sonet GTX Plus Turbo iMT,First Owner,1090000.0,2022,5,Manual
Volkswagen,999.0,Petrol,Expired,47003,Chennai,Polo  MPI Comfortline,Second Owner,525000.0,2019,5,Manual
Honda,1497.0,Petrol,Expired,87877,Chennai,City i VTEC SV,First Owner,489000.0,2015,5,Manual
Mahindra,1198.0,Petrol,Third Party,32832,Chennai,KUV 100 mFALCON G80 K8 Dual Tone,Second Owner,520000.0,2018,6,Manual
BMW,2993.0,Diesel,Comprehensive,45000,Chennai,5 Series  M Sport,Second Owner,4500000.0,2019,5,Automatic
Hyundai,1197.0,Petrol,Comprehensive,94881,Chennai,Xcent  VTVT S,First Owner,456000.0,2019,5,Manual
Hyundai,1497.0,Petrol,Comprehensive,26000,Chennai,Creta S,First Owner,1190000.0,2021,5,Manual
Nissan,1198.0,Petrol,Comprehensive,61980,Chennai,Micra XL,First Owner,295000.0,2014,5,Manual
Hyundai,998.0,Petrol,Comprehensive,69378,Chennai,Venue SX Turbo,First Owner,819999.9999999999,2020,5,Manual
Audi,1968.0,Diesel,Expired,40000,Chennai,A3 35 TDI Premium Plus,First Owner,2100000.0,2020,5,Automatic
Maruti,1197.0,Petrol,Comprehensive,24000,Chennai,Swift VXI,First Owner,699000.0,2022,5,Manual
MG,1498.0,Petrol,Comprehensive,15000,Chennai,Astor Sharp CVT,First Owner,1475000.0,2023,5,Automatic
Renault,999.0,Petrol,Third Party,64418,Chennai,Triber RXT EASY-R AMT,First Owner,516000.0,2021,7,Automatic
Honda,1497.0,Petrol,Expired,82410,Chennai,City i VTEC SV,First Owner,450000.0,2014,5,Manual
Maruti,998.0,Petrol,Comprehensive,39500,Chennai,Alto K10 VXI AMT,Second Owner,345000.0,2015,5,Automatic
Ford,1399.0,Diesel,Expired,100000,Chennai,Figo  EXI,Second Owner,160000.0,2011,5,Manual
Honda,1199.0,Petrol,Expired,50000,Chennai,Jazz  V AT i VTEC,First Owner,550000.0,2018,5,Automatic
BMW,1995.0,Diesel,Comprehensive,25000,Chennai,3 Series  M Sport,First Owner,2550000.0,2016,5,Automatic
BMW,1995.0,Diesel,Expired,50000,Chennai,1 Series  Sport Line,Third Owner,1150000.0,2014,5,Automatic
Nissan,999.0,Petrol,Comprehensive,9800,Chennai,Magnite XE,First Owner,560000.0,2022,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,51000,Chennai,i10 Sportz,First Owner,325000.0,2012,5,Manual
Hyundai,1197.0,Petrol,Expired,50000,Chennai,Venue S Plus,First Owner,600000.0,2021,5,Manual
Skoda,999.0,Petrol,Expired,27000,Chennai,Kushaq  TSI Style 4 Airbags AT,First Owner,1595000.0,2021,5,Automatic
Maruti,998.0,Petrol,Comprehensive,40000,Chennai,Wagon R VXI Plus Optional,First Owner,485000.0,2019,5,Manual
Jeep,1956.0,Diesel,Comprehensive,12000,Chennai,Compass  Model S Opt,First Owner,2250000.0,2022,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,16000,Chennai,Venue SX,First Owner,1050000.0,2023,5,Manual
Toyota,2393.0,Diesel,Expired,60000,Chennai,Innova Crysta  VX 8 STR,Second Owner,1850000.0,2021,8,Manual
Kia,1497.0,Petrol,Expired,30000,Chennai,Seltos HTX G,First Owner,1200000.0,2020,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,67319,Chennai,Aura SX Plus AMT,Second Owner,519000.00000000006,2020,5,Automatic
Datsun,799.0,Petrol,Expired,30000,Chennai,RediGO T,First Owner,361000.0,2022,5,Manual
Mahindra,2179.0,Diesel,Expired,90000,Chennai,Xylo H8 ABS with Airbags,First Owner,450000.0,2017,8,Manual
Hyundai,998.0,Petrol,Comprehensive,32000,Chennai,Venue S Turbo,First Owner,800000.0,2019,5,Manual
Hyundai,1197.0,Petrol,Expired,60000,Chennai,i20  Magna Executive,First Owner,473000.00000000006,2018,5,Manual
Honda,1497.0,Petrol,Comprehensive,53047,Chennai,City i-VTEC CVT ZX,First Owner,888000.0000000001,2019,5,Automatic
Hyundai,2199.0,Diesel,Comprehensive,142000,Chennai,Santa Fe 2WD MT,First Owner,750000.0,2014,7,Manual
Chevrolet,1199.0,Petrol,Comprehensive,52215,Chennai,Beat LS,First Owner,195000.0,2011,5,Manual
Volkswagen,999.0,Petrol,Comprehensive,62000,Chennai,Vento  TSI Highline,First Owner,799000.0,2020,5,Manual
Hyundai,998.0,Petrol,Comprehensive,10000,Chennai,i20 Asta Opt Turbo DCT,First Owner,1090000.0,2024,5,Automatic
Tata,1199.0,Petrol,Comprehensive,82794,Chennai,Tiago  Revotron XT,First Owner,361000.0,2017,5,Manual
Mercedes Benz,2987.0,Diesel,Expired,120000,Chennai,E350 CDI Elegance,Fifth Owner,700000.0,2009,5,Automatic
Honda,1199.0,Petrol,Expired,42742,Chennai,Jazz  V i VTEC,First Owner,500000.0,2017,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,47521,Chennai,i10 Sportz AT,First Owner,345000.0,2012,5,Automatic
Maruti,1197.0,Petrol,Comprehensive,12000,Chennai,Swift LXI,First Owner,690000.0,2024,5,Manual
Honda,1497.0,Petrol,Expired,108818,Chennai,City SV MT,First Owner,530000.0,2015,5,Manual
Hyundai,998.0,Petrol,Expired,31304,Chennai,i20 Asta Turbo iMT,First Owner,763000.0,2021,5,Manual
Maruti,1197.0,Petrol,Third Party,56392,Chennai,Baleno Zeta,Second Owner,591000.0,2021,5,Manual
Hyundai,1493.0,Diesel,Comprehensive,42000,Chennai,Venue SX Opt,First Owner,1290000.0,2023,5,Manual
Hyundai,1591.0,Petrol,Comprehensive,25000,Chennai,Creta  VTVT S,First Owner,1150000.0,2020,5,Manual
Volkswagen,1197.0,Petrol,Comprehensive,41686,Chennai,Vento  Highline Plus AT 16 Alloy,First Owner,654000.0,2018,5,Automatic
Ford,3198.0,Diesel,Expired,22000,Chennai,Endeavour  Titanium AT 4X4,First Owner,3390000.0,2019,7,Automatic
Mercedes Benz,2987.0,Diesel,Expired,120000,Chennai,4MATIC,First Owner,5500000.0,2018,7,Automatic
Maruti,1248.0,Diesel,Comprehensive,125876,Chennai,Swift ZDi,First Owner,480000.0,2014,5,Manual
Maruti,993.0,Petrol,Expired,80000,Chennai,Zen LXI,First Owner,150000.0,2017,5,Manual
Maruti,1197.0,Petrol,Expired,75000,Chennai,Baleno  Zeta,First Owner,560000.0,2017,5,Manual
BMW,1995.0,Diesel,Expired,60000,Chennai,3 Series,Second Owner,700000.0,2010,5,Automatic
Maruti,998.0,Petrol,Comprehensive,26000,Chennai,Celerio ZXI Optional,First Owner,525000.0,2020,5,Manual
Tata,1199.0,Petrol,Comprehensive,81026,Chennai,Tigor XZ Plus,First Owner,441000.0,2019,5,Manual
Hyundai,1493.0,Diesel,Comprehensive,23000,Chennai,Creta SX Opt  AT,First Owner,1775000.0,2022,5,Automatic
Hyundai,1197.0,Petrol,Comprehensive,13000,Chennai,i20 Sportz IVT,First Owner,1090000.0,2023,5,Automatic
Hyundai,1197.0,Petrol,Expired,60000,Chennai,i20 Active  SX with AVN,First Owner,600000.0,2017,5,Manual
Hyundai,1197.0,Petrol,Expired,60000,Chennai,i20 Sportz Option,First Owner,580000.0,2015,5,Manual
Honda,1199.0,Petrol,Comprehensive,44712,Chennai,Amaze S,First Owner,565000.0,2019,5,Manual
Honda,1497.0,Petrol,Comprehensive,72686,Chennai,City i-VTEC CVT V,First Owner,678000.0,2018,5,Automatic
Maruti,1197.0,Petrol,Expired,60000,Chennai,Swift Dzire VXI,First Owner,450000.0,2015,5,Manual
Maruti,1197.0,Petrol,Expired,70768,Chennai,Swift ZXI,First Owner,558000.0,2019,5,Manual
Volkswagen,999.0,Petrol,Zero Dep,21223,Chennai,Taigun  TSI Topline,First Owner,1175000.0,2022,5,Manual
Skoda,1598.0,Diesel,Expired,100000,Chennai,Rapid  TDI Elegance,First Owner,450000.0,2012,5,Manual
Honda,1199.0,Petrol,Comprehensive,27963,Chennai,Jazz V CVT,First Owner,670000.0,2018,5,Automatic
Renault,799.0,Petrol,Expired,60000,Chennai,KWID RXT Optional,First Owner,250000.0,2016,5,Manual
Toyota,2982.0,Diesel,Comprehensive,235000,Chennai,Fortuner,Second Owner,1150000.0,2011,7,Manual
Tata,1198.0,Petrol,Comprehensive,83058,Chennai,Nexon  Revotron XZA Plus,First Owner,695000.0,2020,5,Automatic
Tata,1198.0,Petrol,Third Party,51275,Chennai,Nexon  Revotron XZ Plus,Second Owner,724000.0,2020,5,Manual
Kia,1493.0,Diesel,Comprehensive,40000,Chennai,Seltos HTK Plus D,First Owner,1295000.0,2020,5,Manual
BMW,1995.0,Diesel,Comprehensive,156000,Chennai,X3 xDrive20d Expedition,First Owner,2000000.0,2017,5,Automatic
Hyundai,1197.0,Petrol,Expired,20543,Chennai,Grand i10 Nios AMT Sportz,First Owner,620000.0,2019,5,Automatic
Ford,3198.0,Diesel,Comprehensive,220000,Chennai,Endeavour Titanium Plus 4X4,First Owner,1850000.0,2016,7,Automatic
Audi,1968.0,Diesel,Comprehensive,55000,Chennai,Q3 35 TDI Quattro Technology,First Owner,1950000.0,2016,5,Automatic
Maruti,1248.0,Diesel,Expired,80000,Chennai,Swift Vdi BSIII,First Owner,300000.0,2010,5,Manual
Maruti,1462.0,Petrol,Expired,10000,Chennai,Ertiga VXi (O),First Owner,1050000.0,2023,7,Manual
Maruti,1462.0,Petrol,Expired,25330,Chennai,Vitara Brezza ZXI AT,First Owner,875000.0,2021,5,Automatic
Kia,1353.0,Petrol,Expired,60000,Chennai,Seltos GTX Plus DCT,Second Owner,1150000.0,2019,5,Automatic
MG,1451.0,Petrol,Expired,13368,Chennai,Hector Sharp Pro,First Owner,2100000.0,2020,5,Manual
Tata,1199.0,Petrol,Comprehensive,92454,Chennai,Tigor  Revotron XM,First Owner,439000.0,2020,5,Manual
Hyundai,1197.0,Petrol,Zero Dep,48286,Chennai,Grand i10  Kappa Sportz,First Owner,469000.00000000006,2018,5,Manual
Honda,1198.0,Petrol,Zero Dep,34750,Chennai,Amaze VX AT i-Vtech,Second Owner,499000.0,2016,5,Automatic
Renault,999.0,Petrol,Third Party,38326,Chennai,KWID  RXT Opt,First Owner,392000.0,2021,5,Manual
Mahindra,1197.0,Petrol,Comprehensive,128398,Chennai,XUV300 W8,First Owner,405000.0,2016,5,Manual
Honda,1199.0,Petrol,Expired,20000,Chennai,Amaze VX CVT,First Owner,869999.9999999999,2022,5,Automatic
Renault,1461.0,Diesel,Expired,160000,Chennai,Duster 85PS  RxL,Third Owner,325000.0,2012,5,Manual
Hyundai,998.0,Petrol,Comprehensive,28000,Chennai,Venue SX Plus Turbo DCT,Third Owner,750000.0,2019,5,Automatic
Kia,1493.0,Diesel,Expired,30000,Chennai,Carens Luxury Plus  AT,First Owner,1700000.0,2024,7,Automatic
Tata,1199.0,Petrol,Expired,60000,Chennai,Tiago  Revotron XE,Second Owner,350000.0,2016,5,Manual
Maruti,1197.0,Petrol,Comprehensive,39000,Chennai,Swift Dzire LXI  BS IV,First Owner,530000.0,2018,5,Manual
BMW,1995.0,Diesel,Expired,120000,Chennai,X1 sDrive  xLine,First Owner,2000000.0,2018,5,Automatic
Audi,1968.0,Diesel,Comprehensive,115000,Chennai,A4 35 TDI Premium,Second Owner,1150000.0,2015,5,Automatic
Hyundai,1197.0,Petrol,Expired,65298,Chennai,i20 Sportz,First Owner,550000.0,2017,5,Manual
Hyundai,1197.0,Petrol,Comprehensive,35811,Chennai,Grand i10  Kappa Asta,Second Owner,445000.0,2018,5,Manual
Maruti,1197.0,Petrol,Comprehensive,34500,Chennai,Swift VXI,First Owner,585000.0,2019,5,Manual
Honda,1199.0,Petrol,Expired,132000,Chennai,Jazz  V i VTEC,Second Owner,390000.0,2015,5,Manual
Jeep,1956.0,Diesel,Comprehensive,65000,Chennai,Compass  Sport,First Owner,1050000.0,2017,5,Manual
Skoda,1498.0,Petrol,Comprehensive,30000,Chennai,Slavia  TSI Style AT,First Owner,1590000.0,2022,5,Automatic
Tata,1199.0,Petrol,Comprehensive,31000,Chennai,Punch Accomplished AMT,First Owner,750000.0,2022,5,Automatic
Maruti,1248.0,Diesel,Expired,120000,Chennai,Swift Dzire AMT ZDI Plus,First Owner,595000.0,2017,5,Automatic
Mercedes Benz,1991.0,Petrol,Expired,42000,Chennai,200 CGI Sport,Third Owner,1550000.0,2015,5,Automatic
Maruti,1248.0,Diesel,Comprehensive,90000,Chennai,Vitara Brezza ZDi AMT,First Owner,850000.0,2019,5,Automatic
Hyundai,1353.0,Petrol,Comprehensive,24000,Chennai,Creta SX Opt Turbo,First Owner,1500000.0,2020,5,Automatic
Chevrolet,1150.0,Petrol,Expired,40000,Chennai,Aveo U-VA,Third Owner,1500000.0,2008,5,Manual
Hyundai,1086.0,Petrol,Comprehensive,22583,Chennai,Santro Sportz AMT,First Owner,477000.0,2019,5,Automatic
Honda,1498.0,Petrol,Comprehensive,42972,Chennai,City V MT,First Owner,920000.0,2020,5,Manual
Mercedes Benz,2925.0,Diesel,Comprehensive,15000,Chennai,4MATIC,First Owner,12000000.0,2023,7,Automatic
Maruti,1197.0,Petrol,Expired,40000,Chennai,Baleno  CVT Alpha,First Owner,635000.0,2018,5,Automatic
Maruti,1462.0,Petrol,Comprehensive,59000,Chennai,Ertiga VXI,First Owner,900000.0,2019,7,Manual
BMW,1995.0,Diesel,Comprehensive,112000,Chennai,X3 xDrive  Luxury Line,First Owner,2500000.0,2018,5,Automatic
MG,1498.0,Petrol,Comprehensive,3000,Chennai,Astor Savvy CVT,First Owner,1625000.0,2024,5,Automatic
Honda,1199.0,Petrol,Third Party,56990,Chennai,Jazz  V AT i VTEC,Second Owner,502000.0,2017,5,Automatic
Maruti,1197.0,Petrol,Comprehensive,3400,Chennai,Wagon R ZXI Plus,First Owner,725000.0,2023,5,Manual
Hyundai,1591.0,Petrol,Comprehensive,37000,Chennai,Creta  SX,First Owner,1275000.0,2020,5,Manual
Nissan,1198.0,Petrol,Third Party,71076,Chennai,Micra XV CVT,Second Owner,424000.0,2017,5,Automatic
Toyota,2755.0,Diesel,Comprehensive,133000,Chennai,Fortuner  2WD MT,Second Owner,2950000.0,2020,7,Manual
Kia,998.0,Petrol,Expired,50000,Chennai,Sonet GTX Plus Turbo iMT,First Owner,1070000.0,2021,5,Manual
Tata,1199.0,Petrol,Zero Dep,79339,Chennai,Tiago XZA,First Owner,433000.0,2020,5,Automatic
BMW,1995.0,Diesel,Expired,120000,Chennai,3 Series GT Luxury Line,Third Owner,1990000.0,2017,5,Automatic
Hyundai,1396.0,Diesel,Expired,70000,Chennai,i20 Asta Option  CRDi,First Owner,550000.0,2016,5,Manual
Hyundai,1498.0,Diesel,Expired,68161,Chennai,Venue SX Turbo Executive,First Owner,949000.0,2022,5,Manual
