,Unnamed: 0,Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
1133,1133,Volkswagen,1197.0,Petrol,Expired,42000,Mumbai,Vento  TSI Highline Plus,First Owner,894999.9999999999,2020,5,Automatic
1134,1134,Maruti,1197.0,Petrol,Expired,79791,Mumbai,Baleno  Alpha,Second Owner,409000.0,2016,5,Manual
1135,1135,Hyundai,1197.0,Petrol,Expired,32990,Mumbai,i20 Active,First Owner,525000.0,2016,5,Manual
1136,1136,Maruti,1197.0,Petrol,Comprehensive,85000,Mumbai,Baleno  CVT Zeta,Second Owner,500000.0,2018,5,Automatic
1137,1137,Hyundai,998.0,Petrol,Expired,47000,Thane,Venue SX Plus Turbo DCT,First Owner,930000.0,2020,5,Automatic
1138,1138,Hyundai,1197.0,Petrol,Expired,66946,Thane,i20 Sportz,Second Owner,325000.0,2013,5,Manual
1139,1139,Tata,2967.0,Electric,Comprehensive,15000,Mumbai,Nexon  XZ Plus Dark Edition,First Owner,1325000.0,2022,5,Automatic
1140,1140,Porsche,2967.0,Diesel,Comprehensive,102000,Mumbai,Cayenne,Fourth Owner,2575000.0,2013,5,Automatic
1141,1141,Toyota,2494.0,Diesel,Comprehensive,116000,Thane,Innova  VX () 8 Seater,Second Owner,950000.0,2015,8,Manual
1142,1142,Toyota,2494.0,Diesel,Third Party,88639,Mumbai,Innova  G () 7 Seater BS IV,Second Owner,915000.0,2016,7,Manual
1143,1143,Hyundai,1197.0,Petrol,Third Party,26181,Navi Mumbai,Grand i10 Magna,First Owner,294000.0,2014,5,Manual
1144,1144,Kia,998.0,Petrol,Expired,9500,Mumbai,Sonet HTX Turbo DCT,First Owner,1295000.0,2023,5,Automatic
1145,1145,Hyundai,1396.0,Diesel,Third Party,73573,Navi Mumbai,i20 Active  SX,Second Owner,449000.0,2015,5,Manual
1146,1146,Honda,1497.0,Petrol,Comprehensive,56000,Mumbai,BR-V i-VTEC V MT,Second Owner,699000.0,2017,7,Manual
1147,1147,Tata,1199.0,Petrol,Expired,47000,Mumbai,Tiago  Revotron XT,First Owner,400000.0,2016,5,Manual
1148,1148,MG,1451.0,Petrol,Comprehensive,36000,Mumbai,Hector Sharp DCT,First Owner,1495000.0,2021,5,Automatic
1149,1149,Hyundai,1591.0,Petrol,Comprehensive,80219,Mumbai,Verna  VTVT AT S,First Owner,521000.0,2016,5,Automatic
1150,1150,Hyundai,1197.0,Petrol,Comprehensive,25474,Mumbai,Grand i10 Asta,First Owner,450000.0,2014,5,Manual
1151,1151,Hyundai,1999.0,Petrol,Comprehensive,56000,Mumbai,Elantra  SX Option AT,Second Owner,899000.0,2017,5,Automatic
1152,1152,BMW,2993.0,Diesel,Third Party,62000,Mumbai,X5 xDrive  xLine,First Owner,6900000.0,2019,5,Automatic
1153,1153,Hyundai,1591.0,Petrol,Expired,33178,Mumbai,Creta  VTVT AT SX Plus,Second Owner,778000.0,2017,5,Automatic
1154,1154,Jaguar,2179.0,Diesel,Comprehensive,43000,Mumbai,XF  Litre Luxury,Second Owner,1345000.0,2013,5,Automatic
1155,1155,BMW,1995.0,Diesel,Expired,87000,Mumbai,3 Series  Luxury Line,First Owner,1400000.0,2014,5,Automatic
1156,1156,Kia,1493.0,Diesel,Zero Dep,57000,Mumbai,Seltos GTX Plus  AT,Second Owner,1600000.0,2021,5,Automatic
1157,1157,Mahindra,2179.0,Diesel,Zero Dep,47317,Mumbai,XUV500 W9 AT,First Owner,1475000.0,2020,7,Automatic
1158,1158,Honda,1498.0,Petrol,Comprehensive,36500,Mumbai,City ZX CVT,Second Owner,1240000.0,2022,5,Automatic
1159,1159,Maruti,1462.0,Petrol,Comprehensive,52000,Mumbai,Ertiga Zxi (O),First Owner,1095000.0,2022,7,Manual
1160,1160,Hyundai,1197.0,Petrol,Comprehensive,31877,Mumbai,i20 Sportz Plus CVT,First Owner,725000.0,2019,5,Automatic
1161,1161,BMW,2993.0,Diesel,Expired,16600,Mumbai,X7 xDrive30d DPE Signature,First Owner,10500000.0,2021,7,Automatic
1162,1162,Maruti,1462.0,Petrol,Expired,33000,Mumbai,Ertiga VXI,First Owner,970000.0,2021,7,Manual
1163,1163,Hyundai,1197.0,Petrol,Expired,35062,Mumbai,Grand i10 Sportz,First Owner,479000.0,2018,5,Manual
1165,1165,Volkswagen,1198.0,Petrol,Third Party,65000,Mumbai,Polo  MPI Highline,First Owner,375000.0,2014,5,Manual
1166,1166,Mahindra,2179.0,Diesel,Comprehensive,54000,Mumbai,XUV500 W11 AT,First Owner,1395000.0,2019,7,Automatic
1167,1167,Toyota,1798.0,Petrol,Expired,93594,Mumbai,Corolla Altis VL AT,Second Owner,552000.0,2015,5,Automatic
1168,1168,Honda,1497.0,Petrol,Expired,25885,Mumbai,City V MT,First Owner,699000.0,2018,5,Manual
1169,1169,Mercedes Benz,4663.0,Petrol,Expired,58933,Mumbai,Maybach S500,Second Owner,8000000.0,2016,4,Automatic
1170,1170,Honda,1199.0,Petrol,Comprehensive,46670,Thane,Amaze S CVT,First Owner,625000.0,2018,5,Automatic
1171,1171,Toyota,1197.0,Petrol,Zero Dep,19694,Mumbai,Glanza V CVT,First Owner,725000.0,2019,5,Automatic
1172,1172,Honda,1199.0,Petrol,Expired,62549,Thane,Jazz  V i VTEC,First Owner,465000.00000000006,2016,5,Manual
1173,1173,Honda,1497.0,Petrol,Comprehensive,84088,Mumbai,City i VTEC V,First Owner,525000.0,2016,5,Manual
1174,1174,Honda,1199.0,Petrol,Expired,56271,Mumbai,WR-V i-VTEC VX,First Owner,695000.0,2017,5,Manual
1175,1175,Volvo,1969.0,Petrol,Comprehensive,22000,Mumbai,XC 90 B6 Ultimate,First Owner,8975000.0,2024,7,Automatic
1176,1176,Mercedes Benz,1950.0,Diesel,Expired,45000,Mumbai,Expression E 220 d,First Owner,3295000.0000000005,2017,5,Automatic
1177,1177,Jeep,1956.0,Diesel,Comprehensive,31000,Mumbai,Compass Model S 4X4  AT,First Owner,2485000.0,2022,5,Automatic
1178,1178,Land Rover,1999.0,Diesel,Expired,73200,Mumbai,Discovery Sport TD4 SE,Second Owner,2000000.0,2016,7,Automatic
1179,1179,Maruti,998.0,CNG,Comprehensive,36000,Thane,Wagon R  LXI,First Owner,575000.0,2021,5,Manual
1180,1180,Hyundai,1197.0,Petrol,Zero Dep,11728,Mumbai,i20 Asta Opt,Second Owner,785000.0,2023,5,Manual
1181,1181,Honda,1198.0,Petrol,Expired,40869,Thane,Brio V MT,First Owner,355000.0,2014,5,Manual
1182,1182,Hyundai,1591.0,Petrol,Comprehensive,47383,Mumbai,Creta  SX Automatic,Second Owner,900000.0,2019,5,Automatic
1183,1183,Hyundai,1197.0,Petrol,Comprehensive,19423,Navi Mumbai,Grand i10 Asta Option,First Owner,386000.0,2016,5,Manual
1184,1184,Mercedes Benz,1991.0,Petrol,Comprehensive,28000,Mumbai,E 200 CGI,First Owner,3375000.0,2017,5,Automatic
1185,1185,Honda,1199.0,Petrol,Expired,16000,Mumbai,Amaze V,First Owner,595000.0,2019,5,Manual
1186,1186,Honda,1199.0,Petrol,Comprehensive,66000,Mumbai,Jazz  S AT i VTEC,Second Owner,465000.00000000006,2016,5,Automatic
1187,1187,Hyundai,1582.0,Diesel,Expired,49545,Mumbai,Creta  CRDi SX,First Owner,757000.0,2016,5,Manual
1188,1188,Hyundai,1086.0,Petrol,Third Party,28440,Thane,Santro Magna AMT,First Owner,525000.0,2020,5,Automatic
1189,1189,Honda,1199.0,Petrol,Comprehensive,27000,Mumbai,Jazz  V AT i VTEC,Second Owner,445000.0,2015,5,Automatic
1190,1190,Jeep,1368.0,Petrol,Comprehensive,21000,Mumbai,Compass  Limited Plus,First Owner,1890000.0,2021,5,Automatic
1191,1191,Honda,1199.0,Petrol,Comprehensive,15000,Mumbai,Amaze 2nd Gen VX CVT,First Owner,840000.0,2023,5,Automatic
1192,1192,Maruti,1248.0,Diesel,Comprehensive,69646,Navi Mumbai,Vitara Brezza ZDi AMT,First Owner,706000.0,2018,5,Automatic
1193,1193,Mercedes Benz,1591.0,Electric,Zero Dep,3000,Mumbai,580 4Matic,First Owner,9950000.0,2023,5,Automatic
1194,1194,Hyundai,1591.0,Petrol,Expired,56000,Mumbai,Creta  VTVT AT SX Plus,First Owner,930000.0,2017,5,Automatic
1195,1195,Honda,1497.0,Petrol,Third Party,48218,Thane,City i-VTEC CVT ZX,First Owner,839000.0,2018,5,Automatic
1196,1196,Hyundai,1197.0,Petrol,Comprehensive,24000,Mumbai,Grand i10  Kappa Magna,First Owner,465000.00000000006,2018,5,Manual
1197,1197,Maruti,1197.0,Petrol,Comprehensive,24983,Mumbai,Swift VXI,First Owner,516000.0,2019,5,Manual
1198,1198,Honda,1498.0,Petrol,Comprehensive,44000,Mumbai,City ZX MT,First Owner,990000.0,2021,5,Manual
1199,1199,Mercedes Benz,1796.0,Petrol,Comprehensive,43400,Mumbai,E 200 CGI,Second Owner,1395000.0,2013,5,Manual
1200,1200,Tata,3498.0,Electric,Expired,28000,Mumbai,Nexon  XZ Plus,First Owner,999000.0,2020,5,Automatic
1201,1201,Mercedes Benz,3498.0,Petrol,Comprehensive,62000,Mumbai,350,Second Owner,990000.0,2005,4,Automatic
1202,1202,Mercedes Benz,1991.0,Petrol,Expired,36800,Mumbai,200 CGI Sport,First Owner,2175000.0,2018,5,Automatic
1203,1203,Maruti,1462.0,Petrol,Zero Dep,25800,Mumbai,XL6 Zeta,First Owner,1010000.0,2021,6,Manual
1204,1204,Mahindra,2179.0,Diesel,Comprehensive,87000,Mumbai,XUV500 W10 2WD,Second Owner,850000.0,2015,7,Manual
1205,1205,Toyota,1197.0,Petrol,Comprehensive,26066,Mumbai,Etios Liva G,First Owner,291000.0,2014,5,Manual
1206,1206,Honda,1198.0,Petrol,Comprehensive,48000,Mumbai,Amaze S i-Vtech,First Owner,371000.0,2015,5,Manual
1207,1207,Honda,1199.0,Petrol,Comprehensive,38000,Thane,Amaze VX CVT i-VTEC,First Owner,465000.00000000006,2017,5,Automatic
1208,1208,Honda,1497.0,Petrol,Comprehensive,117000,Navi Mumbai,City i VTEC CVT VX,First Owner,575000.0,2015,5,Automatic
1209,1209,Mahindra,2179.0,Diesel,Comprehensive,88258,Mumbai,XUV500 W11 AT,First Owner,1345000.0,2019,7,Automatic
1210,1210,Honda,1497.0,Petrol,Comprehensive,92461,Mumbai,City i VTEC CVT SV,Second Owner,411000.00000000006,2015,5,Automatic
1211,1211,Skoda,1598.0,Petrol,Third Party,43452,Mumbai,Rapid  MPI Ambition,First Owner,517000.0,2019,5,Manual
1212,1212,Maruti,1462.0,Petrol,Third Party,55610,Thane,Ciaz Delta,First Owner,575000.0,2017,5,Manual
1213,1213,Maruti,998.0,Petrol,Comprehensive,31933,Thane,Wagon R VXi BSII,First Owner,337000.0,2015,5,Manual
1214,1214,Audi,1968.0,Diesel,Comprehensive,49400,Mumbai,A6 35 TDI,Second Owner,1825000.0,2016,5,Automatic
1215,1215,Hyundai,1197.0,Petrol,Comprehensive,63668,Mumbai,i20  CVT Asta,First Owner,554000.0,2018,5,Automatic
1216,1216,Toyota,2494.0,Diesel,Comprehensive,92000,Mumbai,Innova  GX () 8 Seater,First Owner,735000.0,2013,8,Manual
1217,1217,Kia,1353.0,Petrol,Zero Dep,28000,Mumbai,Carens Luxury Plus Turbo DCT 6 STR 2022-2023,First Owner,1625000.0,2022,6,Automatic
1218,1218,Hyundai,1197.0,Petrol,Expired,52000,Mumbai,i20  Spotz,Second Owner,545000.0,2019,5,Manual
1219,1219,Hyundai,1197.0,Petrol,Third Party,86802,Mumbai,Grand i10 Asta,First Owner,315000.0,2013,5,Manual
1220,1220,Maruti,998.0,Petrol,Comprehensive,10267,Mumbai,Wagon R VXI BS IV,First Owner,246000.0,2013,5,Manual
1221,1221,Mercedes Benz,1796.0,Petrol,Comprehensive,71900,Mumbai,E200 CGI Blue Efficiency,Second Owner,1160000.0,2013,5,Automatic
1222,1222,Audi,1968.0,Diesel,Comprehensive,106000,Mumbai,Q5  TDI,Second Owner,1225000.0,2012,5,Automatic
1223,1223,Ford,1497.0,Petrol,Comprehensive,14000,Mumbai,Ecosport   Titanium,Second Owner,545000.0,2017,5,Manual
1224,1224,Jeep,1956.0,Diesel,Expired,58000,Mumbai,Compass  Longitude,First Owner,975000.0,2017,5,Manual
1225,1225,MG,1956.0,Diesel,Third Party,7551,Thane,Hector Smart  MT,First Owner,1835000.0,2023,5,Manual
1226,1226,Skoda,1798.0,Petrol,Comprehensive,39900,Mumbai,Octavia Elegance  TSI AT,First Owner,675000.0,2013,5,Automatic
1227,1227,Hyundai,1497.0,Petrol,Zero Dep,14724,Mumbai,Verna S,First Owner,1075000.0,2023,5,Manual
1228,1228,Honda,1498.0,Diesel,Third Party,82500,Thane,Amaze S i-Dtech,Second Owner,350000.0,2013,5,Manual
1229,1229,Jeep,1956.0,Diesel,Expired,72033,Mumbai,Compass  Sport,Second Owner,725000.0,2017,5,Manual
1230,1230,Maruti,998.0,CNG,Expired,93151,Mumbai,Wagon R  LXI,First Owner,433000.0,2020,5,Manual
1231,1231,Mini Cooper,1998.0,Petrol,Expired,1100,Mumbai,Countryman Cooper S JCW Inspired,First Owner,4345000.0,2022,5,Automatic
1232,1232,Hyundai,998.0,Petrol,Comprehensive,10300,Mumbai,i20 N-Line N8 DCT,First Owner,1199000.0,2023,5,Automatic
1233,1233,Maruti,1197.0,Petrol,Comprehensive,66351,Thane,Baleno  Delta,First Owner,516000.0,2018,5,Manual
1234,1234,Maruti,998.0,Petrol,Comprehensive,111003,Mumbai,Celerio VXI AT,Second Owner,325000.0,2014,5,Automatic
1235,1235,Hyundai,1591.0,Petrol,Comprehensive,58000,Mumbai,Creta  VTVT SX Plus,First Owner,825000.0,2018,5,Manual
1236,1236,Mercedes Benz,2987.0,Diesel,Comprehensive,81000,Mumbai,ML 350 4Matic,First Owner,1390000.0,2012,5,Automatic
1237,1237,Mahindra,2179.0,Diesel,Expired,74929,Mumbai,XUV500 W9 AT,First Owner,950000.0,2018,7,Automatic
1238,1238,Maruti,1462.0,Petrol,Zero Dep,6832,Mumbai,Jimny Alpha AT,First Owner,1375000.0,2023,4,Automatic
1239,1239,Hyundai,1582.0,Diesel,Third Party,112839,Mumbai,Creta  CRDi AT SX Plus,First Owner,680000.0,2015,5,Automatic
1240,1240,Honda,1199.0,Petrol,Expired,23996,Mumbai,WR-V i-VTEC S,First Owner,547000.0,2018,5,Manual
1241,1241,Maruti,1248.0,Diesel,Expired,17277,Mumbai,Baleno  Delta,Second Owner,508000.0,2017,5,Manual
1242,1242,Ford,1498.0,Diesel,Third Party,38585,Navi Mumbai,Ecosport   Titanium,First Owner,958000.0,2020,5,Manual
1243,1243,Hyundai,1197.0,Petrol,Third Party,24704,Mumbai,Grand i10  Kappa Sportz,First Owner,408000.0,2018,5,Manual
1244,1244,Maruti,998.0,CNG,Comprehensive,55481,Thane,Wagon R  LXI,First Owner,569000.0,2021,5,Manual
1245,1245,Hyundai,1197.0,Petrol,Third Party,38000,Mumbai,Grand i10  Kappa Sportz Option AT,Second Owner,500000.0,2018,5,Automatic
1246,1246,Audi,1998.0,Petrol,Expired,2800,Mumbai,A4 Premium,First Owner,3395000.0000000005,2023,5,Automatic
1247,1247,Hyundai,1396.0,Diesel,Expired,79100,Thane,Creta  E Plus,First Owner,925000.0,2019,5,Manual
1248,1248,Skoda,1798.0,Petrol,Expired,47000,Mumbai,Octavia  TSI AT L K,First Owner,1545000.0,2019,5,Automatic
1249,1249,Honda,2354.0,Petrol,Comprehensive,75000,Mumbai,New Accord  A/T,Third Owner,450000.0,2013,5,Automatic
1251,1251,Mercedes Benz,2925.0,Diesel,Comprehensive,13881,Mumbai,AMG E,First Owner,6800000.0,2022,5,Automatic
1252,1252,Maruti,1462.0,Petrol,Expired,29245,Mumbai,Ertiga VXI,First Owner,890000.0,2020,7,Manual
1253,1253,Skoda,1798.0,Petrol,Comprehensive,45000,Mumbai,Superb LK  TSI AT,Second Owner,1175000.0,2016,5,Automatic
1254,1254,Hyundai,1086.0,Petrol,Comprehensive,12817,Mumbai,Santro Sportz,First Owner,448000.00000000006,2019,5,Manual
1255,1255,Volkswagen,1198.0,Petrol,Third Party,57026,Mumbai,Polo  MPI Highline,First Owner,425000.0,2015,5,Manual
1256,1256,Maruti,1248.0,Diesel,Third Party,51000,Thane,Swift VDI,First Owner,611000.0,2018,5,Manual
1257,1257,Maruti,1197.0,Petrol,Comprehensive,52257,Thane,Swift Dzire AMT ZXI,First Owner,599000.0,2018,5,Automatic
1258,1258,Maruti,998.0,CNG,Expired,52849,Navi Mumbai,Wagon R  LXI,First Owner,513000.0,2021,5,Manual
1259,1259,BMW,1995.0,Diesel,Comprehensive,58000,Mumbai,X3 xDrive20d xLine,First Owner,2375000.0,2016,5,Automatic
1260,1260,Skoda,1798.0,Petrol,Comprehensive,67000,Mumbai,Superb Style  TSI AT,First Owner,1375000.0,2017,5,Automatic
1261,1261,Honda,1498.0,Petrol,Comprehensive,57500,Mumbai,City V MT,First Owner,925000.0,2020,5,Manual
1262,1262,Hyundai,1197.0,Petrol,Comprehensive,37400,Thane,i20 Asta,First Owner,525000.0,2016,5,Manual
1263,1263,Kia,1493.0,Diesel,Expired,18000,Mumbai,Carens Luxury Plus  AT,First Owner,1989000.0,2023,7,Automatic
1264,1264,Maruti,1197.0,Petrol,Comprehensive,12000,Mumbai,Swift LXI,Second Owner,555000.0,2020,5,Manual
1265,1265,Toyota,2494.0,Diesel,Comprehensive,152000,Mumbai,Innova  G () 7 Seater BS IV,Second Owner,1375000.0,2016,7,Manual
1266,1266,Maruti,998.0,CNG,Comprehensive,62481,Mumbai,S-Presso LXI Opt,First Owner,415000.00000000006,2021,4,Manual
1267,1267,Audi,1984.0,Petrol,Expired,10000,Mumbai,Q2 Premium Plus II,First Owner,3500000.0,2020,5,Automatic
1268,1268,Land Rover,1999.0,Diesel,Expired,27700,Mumbai,Discovery Sport TD4 HSE 7S,Second Owner,4800000.0,2019,7,Automatic
1269,1269,Mercedes Benz,2987.0,Petrol,Comprehensive,41000,Mumbai,S 300,Third Owner,1375000.0,2013,5,Automatic
1270,1270,Maruti,1248.0,Diesel,Expired,46000,Mumbai,Vitara Brezza ZDi AMT,First Owner,975000.0,2019,5,Automatic
1271,1271,Hyundai,1086.0,Petrol,Comprehensive,97024,Mumbai,i10 Magna 1.,First Owner,271000.0,2015,5,Manual
1272,1272,Hyundai,1197.0,Petrol,Third Party,35071,Mumbai,i20 Asta,First Owner,489000.0,2017,5,Manual
1273,1273,Maruti,998.0,CNG,Zero Dep,3203,Mumbai,S-Presso VXI Opt,First Owner,434000.0,2021,4,Manual
1274,1274,Hyundai,1999.0,Petrol,Expired,56500,Mumbai,Elantra  SX Option AT,Second Owner,900000.0,2017,5,Automatic
1276,1276,Tata,1199.0,Petrol,Comprehensive,29241,Mumbai,Tiago  Revotron XZA,First Owner,413000.0,2018,5,Automatic
1277,1277,Toyota,1496.0,Petrol,Comprehensive,68000,Mumbai,Etios G,First Owner,199000.0,2011,5,Manual
1278,1278,Hyundai,1591.0,Petrol,Expired,25561,Mumbai,Creta  VTVT S,First Owner,640000.0,2015,5,Manual
1279,1279,Volkswagen,999.0,Petrol,Comprehensive,98822,Mumbai,Ameo  MPI Trendline,Second Owner,363000.0,2019,5,Manual
1280,1280,Honda,1199.0,Petrol,Comprehensive,42346,Thane,WR-V i-VTEC VX,First Owner,735000.0,2019,5,Manual
1281,1281,Tata,1198.0,Petrol,Comprehensive,45449,Thane,Nexon  Revotron XZ Plus,First Owner,756000.0,2019,5,Manual
1282,1282,Honda,1199.0,Petrol,Comprehensive,21824,Thane,Jazz VX CVT,First Owner,675000.0,2019,5,Automatic
1283,1283,Maruti,1373.0,Petrol,Expired,58000,Mumbai,Ciaz  Zeta,First Owner,525000.0,2017,5,Manual
1284,1284,Volkswagen,1197.0,Petrol,Comprehensive,51158,Thane,Vento  TSI Highline AT,First Owner,595000.0,2016,5,Automatic
1285,1285,Volvo,1596.0,Petrol,Comprehensive,37000,Mumbai,V40 Cross Country T4,Third Owner,975000.0,2015,5,Automatic
1286,1286,Maruti,1197.0,Petrol,Comprehensive,58000,Thane,Swift Dzire VXI,First Owner,390000.0,2013,5,Manual
1287,1287,Renault,999.0,Petrol,Third Party,46764,Mumbai,KWID  RXT Opt,First Owner,347000.0,2020,5,Manual
1288,1288,Tata,1956.0,Diesel,Expired,10480,Mumbai,Harrier XMA AT,Second Owner,1900000.0,2023,5,Automatic
1289,1289,Hyundai,1999.0,Petrol,Third Party,69500,Mumbai,Elantra  SX Option AT,First Owner,850000.0,2016,5,Automatic
1290,1290,Mercedes Benz,2987.0,Diesel,Comprehensive,74000,Mumbai,4MATIC,Second Owner,4800000.0,2017,7,Automatic
1291,1291,Audi,1395.0,Petrol,Comprehensive,45900,Mumbai,Q3 30 TFSI Premium FWD,First Owner,1950000.0,2018,5,Automatic
1292,1292,Mahindra,2179.0,Diesel,Comprehensive,46695,Thane,XUV500 W9 2WD,First Owner,1299000.0,2021,7,Manual
1293,1293,Hyundai,1591.0,Petrol,Comprehensive,48848,Mumbai,Creta  VTVT AT SX Plus,First Owner,899000.0,2017,5,Automatic
1294,1294,BMW,2993.0,Diesel,Comprehensive,23000,Mumbai,X5 xDrive  M Sport,Second Owner,4475000.0,2018,5,Automatic
1295,1295,Maruti,1373.0,Petrol,Comprehensive,44000,Mumbai,Ciaz  AT Zeta,First Owner,639000.0,2017,5,Automatic
1296,1296,Jeep,1368.0,Petrol,Zero Dep,20262,Mumbai,Compass  Limited Plus,First Owner,1340000.0,2019,5,Automatic
1297,1297,Honda,1198.0,Petrol,Comprehensive,68017,Navi Mumbai,Brio  VX MT,First Owner,312000.0,2017,5,Manual
1298,1298,BMW,1995.0,Diesel,Expired,75100,Mumbai,3 Series GT Luxury Line,First Owner,1985000.0,2017,5,Automatic
1299,1299,Maruti,1197.0,Petrol,Zero Dep,24532,Navi Mumbai,Baleno  Sigma,First Owner,481000.0,2019,5,Manual
1300,1300,Hyundai,1197.0,Petrol,Comprehensive,49700,Mumbai,i20 Sportz,First Owner,525000.0,2017,5,Manual
1301,1301,Audi,1968.0,Diesel,Expired,40000,Mumbai,A4 35 TDI Technology,Third Owner,1990000.0,2017,5,Automatic
1302,1302,Hyundai,998.0,Petrol,Expired,18000,Mumbai,Venue SX Plus Turbo DCT,First Owner,975000.0,2019,5,Automatic
1303,1303,Toyota,2494.0,Diesel,Expired,131596,Mumbai,Innova  G () 7 Seater BS IV,First Owner,974000.0,2015,7,Manual
1304,1304,Volvo,1969.0,Petrol,Comprehensive,22000,Mumbai,XC 90 B6 Ultimate,First Owner,8975000.0,2024,7,Automatic
1305,1305,Hyundai,1197.0,Petrol,Expired,2999,Mumbai,i20 Sportz IVT,First Owner,945000.0,2023,5,Automatic
1306,1306,Mercedes Benz,1991.0,Petrol,Zero Dep,1200,Mumbai,GLA 35 4MATIC,First Owner,5600000.0,2024,5,Automatic
1307,1307,Hyundai,1591.0,Petrol,Expired,19000,Mumbai,Verna  SX VTVT AT,First Owner,530000.0,2014,5,Automatic
1308,1308,Honda,1199.0,Petrol,Comprehensive,53830,Mumbai,Jazz  V AT i VTEC,First Owner,465000.00000000006,2017,5,Automatic
1309,1309,Maruti,1197.0,Petrol,Expired,54759,Mumbai,Swift VVT VXI,Second Owner,375000.0,2014,5,Manual
1310,1310,Maruti,1248.0,Diesel,Expired,69053,Mumbai,Swift VDI,First Owner,395000.0,2012,5,Manual
1311,1311,Hyundai,1197.0,Petrol,Comprehensive,41925,Mumbai,i10 Sportz,Second Owner,201000.0,2013,5,Manual
1312,1312,MG,1956.0,Diesel,Expired,26887,Mumbai,Hector Sharp  Dualtone,First Owner,1450000.0,2021,5,Manual
1313,1313,Hyundai,1591.0,Petrol,Comprehensive,79000,Thane,Creta  VTVT S,Second Owner,648000.0,2016,5,Manual
1314,1314,Maruti,1197.0,Petrol,Comprehensive,34000,Navi Mumbai,Baleno  CVT Delta,First Owner,545000.0,2016,5,Automatic
1315,1315,Tata,1497.0,Electric,Expired,19000,Mumbai,Tigor  XZ Plus,First Owner,844999.9999999999,2021,5,Automatic
1316,1316,Honda,1497.0,Petrol,Comprehensive,53000,Mumbai,City i-VTEC CVT ZX,Second Owner,775000.0,2017,5,Automatic
1317,1317,Hyundai,1197.0,Petrol,Expired,69539,Mumbai,Grand i10  Kappa Sportz Option AT,Second Owner,430000.0,2017,5,Automatic
1318,1318,Maruti,1197.0,Petrol,Comprehensive,58000,Mumbai,Baleno  CVT Zeta,First Owner,495000.0,2017,5,Automatic
1319,1319,MG,1498.0,Petrol,Third Party,21500,Mumbai,Astor Savvy CVT,First Owner,1470000.0,2022,5,Automatic
1320,1320,Tata,1497.0,Diesel,Expired,120000,Mira Road,Nexon XZA Plus (O) AMT,First Owner,760000.0,2020,5,Automatic
1321,1321,Land Rover,1999.0,Diesel,Expired,45000,Mumbai,Discovery Sport TD4 HSE 7S,First Owner,3350000.0,2018,7,Automatic
1322,1322,Volkswagen,1197.0,Petrol,Expired,94650,Mumbai,Vento  TSI Comfortline AT,Third Owner,350000.0,2014,5,Automatic
1323,1323,Kia,1493.0,Diesel,Comprehensive,54061,Mumbai,Sonet GTX Plus  AT,First Owner,1225000.0,2020,5,Automatic
1324,1324,MG,1498.0,Petrol,Third Party,19000,Mumbai,Astor Sharp CVT,First Owner,1411000.0,2023,5,Automatic
1325,1325,Maruti,1462.0,Petrol,Comprehensive,75000,Mumbai,Ciaz Alpha Automatic,First Owner,780000.0,2019,5,Automatic
1326,1326,Toyota,2393.0,Diesel,Comprehensive,189000,Thane,Innova Crysta  VX MT 8 STR,First Owner,1798999.9999999998,2019,8,Manual
1327,1327,Honda,1198.0,Petrol,Comprehensive,44000,Mumbai,Amaze S i-Vtech,First Owner,390000.0,2014,5,Manual
1328,1328,Maruti,1373.0,Petrol,Expired,90461,Navi Mumbai,Ciaz VXi Plus,First Owner,410000.0,2016,5,Manual
1329,1329,Hyundai,1197.0,Petrol,Expired,38987,Mumbai,Grand i10 AT Asta,First Owner,479000.0,2015,5,Automatic
1330,1330,Volkswagen,1197.0,Petrol,Comprehensive,78000,Mumbai,Vento  TSI Highline AT,First Owner,530000.0,2016,5,Automatic
1331,1331,Maruti,1462.0,Petrol,Expired,25000,Mumbai,Ciaz Alpha,First Owner,790000.0,2019,5,Manual
1332,1332,Honda,1497.0,Petrol,Comprehensive,39379,Mumbai,City i-VTEC CVT V,Second Owner,619000.0,2017,5,Automatic
1333,1333,Volkswagen,1197.0,Petrol,Expired,64871,Mumbai,Vento  TSI Highline AT,First Owner,512000.0,2017,5,Automatic
1334,1334,Mercedes Benz,2143.0,Diesel,Expired,49000,Mumbai,220 CDI AT,Second Owner,1251000.0,2014,5,Automatic
1335,1335,Mini Cooper,1496.0,Diesel,Expired,35000,Mumbai,DOOR Cooper D,First Owner,2399000.0,2018,4,Automatic
1336,1336,Honda,1199.0,Petrol,Comprehensive,36000,Mumbai,Jazz VX CVT,First Owner,690000.0,2019,5,Automatic
1337,1337,Toyota,1197.0,Petrol,Comprehensive,15000,Mumbai,Glanza V CVT,First Owner,675000.0,2019,5,Automatic
1338,1338,BMW,1995.0,Diesel,Expired,42000,Mumbai,X1 xDrive  xLine,First Owner,2350000.0,2018,5,Automatic
1339,1339,MG,1462.0,Electric,Expired,12000,Mumbai,ZS  Exclusive,First Owner,1995000.0,2023,5,Automatic
1340,1340,Maruti,1462.0,Petrol,Comprehensive,44293,Thane,S Cross Alpha,Second Owner,699000.0,2022,5,Manual
